"dba_name","zip","matched_name","rating","price_level","user_ratings_total","business_status","place_id","address","types"
"kuma's corner",60618,"Kuma's Corner",4.6,2.0,4151.0,"OPERATIONAL","ChIJL-UoG4HND4gRceAwWwZsgso","2900 W Belmont Ave, Chicago, IL 60618, United States","['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']"
"kuma's corner",60607,"Kuma's Corner West Loop",4.5,2.0,2386.0,"CLOSED_PERMANENTLY","ChIJi2nLFNAsDogRNE9e36pfREA","852 W Fulton Market, Chicago, IL 60607, United States","['restaurant', 'bar', 'food', 'point_of_interest', 'establishment']"
"kumiko",60661,"Kumiko",4.5,4.0,570.0,"OPERATIONAL","ChIJVVVFV88sDogRIs6NMpEi61s","630 W Lake St, Chicago, IL 60661, United States","['bar', 'restaurant', 'point_of_interest', 'food', 'establishment']"
"kung fu tea",60640,"Kung Fu Tea",4.3,1.0,326.0,"OPERATIONAL","ChIJbaJNGCvSD4gR5MrotuKIbXU","4925 N Broadway Ste D, Chicago, IL 60640, United States","['cafe', 'restaurant', 'food', 'point_of_interest', 'establishment']"
"kungfu tea",60616,"Kung Fu Tea",4.3,1.0,1221.0,"OPERATIONAL","ChIJzUvCKWIsDogRguKCRE6A1gw","2126B S Archer Ave, Chicago, IL 60616, United States","['cafe', 'restaurant', 'point_of_interest', 'food', 'establishment']"
"kuro ramen",60616,"Kuro Ramen",3.9,2.0,509.0,"OPERATIONAL","ChIJYUIREh0tDogRFp6ghhelNuY","2246 S Canal St, Chicago, IL 60616, United States","['restaurant', 'food', 'point_of_interest', 'establishment']"
"kwei lin carry out",60617,"Kwei Lin Carryout",3.3,"",130.0,"CLOSED_PERMANENTLY","ChIJhXLYjc4nDogRPBELTQbasGg","2057 E 95th St, Chicago, IL 60617, United States","['restaurant', 'point_of_interest', 'food', 'establishment']"
"kylin",60616,"","","","","","","",""
"kyo matcha",60616,"","","","","","","",""
"kyoku sushi",60614,"Kyoku Sushi",4.3,"",137.0,"CLOSED_PERMANENTLY","ChIJQ71XNLrTD4gRDsnAI8whUxc","2518 N Lincoln Ave, Chicago, IL 60614, United States","['restaurant', 'food', 'point_of_interest', 'establishment']"
"kyoten",60647,"Kyōten",4.8,4.0,139.0,"OPERATIONAL","ChIJqbhk96bTD4gR4wJOg2blQYE","2507 W Armitage Ave, Chicago, IL 60647, United States","['restaurant', 'food', 'point_of_interest', 'establishment']"
"kyoten next door",60647,"Kyoten Next Door",5.0,"",65.0,"OPERATIONAL","ChIJEds1-4bTD4gRjPBicSC6ugM","2513 W Armitage Ave, Chicago, IL 60647, United States","['restaurant', 'food', 'point_of_interest', 'establishment']"
"kyuramen",60654,"Kyuramen x TBaar - Downtown Chicago",4.4,2.0,1184.0,"OPERATIONAL","ChIJUxbP-SUtDogRDkfRQK_XzQw","6 W Hubbard St, Chicago, IL 60654, United States","['restaurant', 'food', 'point_of_interest', 'establishment']"
"l & g family restaurant inc",60617,"L & G Family Restaurant",4.3,1.0,1312.0,"OPERATIONAL","ChIJG-p9YL0nDogRMiGXgOH7EKM","10401 S Torrence Ave, Chicago, IL 60617, United States","['restaurant', 'food', 'point_of_interest', 'establishment']"
"l & g restaurant",60649,"L & G Restaurant",4.1,1.0,1187.0,"OPERATIONAL","ChIJ3y5MyEAoDogRySOUJwetND0","2632 E 75th St, Chicago, IL 60649, United States","['restaurant', 'food', 'point_of_interest', 'establishment']"
"l & m grill inc.",60638,"","","","","","","",""
"l & m parkside",60618,"L&M Fine Foods & Sandwich Shop",4.8,1.0,287.0,"OPERATIONAL","ChIJqwEDuc3TD4gR3JF6x-t9JOI","4363 N Lincoln Ave, Chicago, IL 60618, United States","['cafe', 'liquor_store', 'restaurant', 'grocery_or_supermarket', 'store', 'food', 'point_of_interest', 'establishment']"
"l & m starlight restaurant inc",60652,"Starlight Restaurant",4.3,2.0,1443.0,"OPERATIONAL","ChIJV-27rAYwDogRNOedqg3i3mA","8300 S Kedzie Ave, Chicago, IL 60652, United States","['restaurant', 'food', 'point_of_interest', 'establishment']"
"l & t china fast wok inc.",60647,"","","","","","","",""
"l + l pizzeria",60609,"L & L Pizzeria",4.1,1.0,61.0,"OPERATIONAL","ChIJERh5eA0tDogRtW1OClYZ1MM","1858 W Pershing Rd, Chicago, IL 60609, United States","['restaurant', 'point_of_interest', 'food', 'establishment']"
"l aventino",60611,"","","","","","","",""
"l c pho restaurant",60625,"LC Phở Restaurant",4.5,1.0,328.0,"OPERATIONAL","ChIJpyKhVD0KXUAR7PG3saQ1UgI","2739 W Lawrence Ave, Chicago, IL 60625, United States","['restaurant', 'point_of_interest', 'food', 'establishment']"
"l cafecito jumping bean",60608,"'L' Cafecito Jumping Bean",4.7,1.0,382.0,"OPERATIONAL","ChIJ-zR5RaAtDogRVQzyM_8t9tM","2010 S Damen Ave, Chicago, IL 60608, United States","['cafe', 'store', 'restaurant', 'food', 'point_of_interest', 'establishment']"
"l' mero mole",60618,"","","","","","","",""
"l' patron",60647,"L' Patron",4.3,1.0,1866.0,"OPERATIONAL","ChIJw7G_zBPND4gRxuTgGAxVKjA","3749 W Fullerton Ave, Chicago, IL 60647, United States","['restaurant', 'food', 'point_of_interest', 'establishment']"
"l'appetito imp italian fds inc",60611,"Cafe L'Appetito",4.4,1.0,407.0,"OPERATIONAL","ChIJNbKQElTTD4gRa6YVxe8YLkw","30 E Huron St, Chicago, IL 60611, United States","['grocery_or_supermarket', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']"
"l.y.n2 llc",60619,"","","","","","","",""
"la  biznaga taqueria",60614,"La Biznaga",4.6,1.0,474.0,"OPERATIONAL","ChIJG2dL8K_ND4gRQO-zz9ObYmk","3555 N Broadway, Chicago, IL 60657, United States","['restaurant', 'food', 'point_of_interest', 'establishment']"
"la  dolce vita cucina",60641,"La Dolce Vita Cucina - Chicago",4.8,2.0,90.0,"OPERATIONAL","ChIJL8J60zzND4gRvVVAk6nz4yU","5007-5009 W Irving Park Rd, Chicago, IL 60641, United States","['restaurant', 'bar', 'food', 'point_of_interest', 'establishment']"
"la  serre bar la rue",60607,"La Serre",4.5,"",282.0,"OPERATIONAL","ChIJ478txi0tDogRne39O3ZKL5U","307 N Green St, Chicago, IL 60607, United States","['restaurant', 'point_of_interest', 'food', 'establishment']"
"la amistad inc.",60613,"La Amistad Restaurant",4.4,1.0,290.0,"OPERATIONAL","ChIJy9r16T3SD4gRmBWU5aiVGVQ","1914 W Montrose Ave #647, Chicago, IL 60613, United States","['restaurant', 'point_of_interest', 'food', 'establishment']"
"la antigua hacienda",60623,"La Antigua Sportbar and Grill",4.0,2.0,368.0,"CLOSED_TEMPORARILY","ChIJPV68qlsyDogRRXhn4O15Hh8","2249 S Pulaski Rd, Chicago, IL 60623, United States","['restaurant', 'point_of_interest', 'food', 'establishment']"
"la autentica de guerrero inc.",60634,"La Autentica De Guerrero",4.5,1.0,228.0,"OPERATIONAL","ChIJ42VYx_LND4gRxdYagBnGboU","3051 N Central Ave, Chicago, IL 60634, United States","['restaurant', 'food', 'store', 'point_of_interest', 'establishment']"
"la baguette",60623,"La Baguette Bakery",4.2,1.0,413.0,"OPERATIONAL","ChIJ3R3qJnEyDogR5mJZelrgTMk","3103 W 26th St, Chicago, IL 60623, United States","['bakery', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']"
"la baguette chicago tortas futboleras",60623,"La Baguette Bakery",4.2,1.0,413.0,"OPERATIONAL","ChIJ3R3qJnEyDogR5mJZelrgTMk","3103 W 26th St, Chicago, IL 60623, United States","['bakery', 'restaurant', 'point_of_interest', 'store', 'food', 'establishment']"
"la bahia de acapulco, inc.",60609,"La Bahia De Acapulco",4.1,1.0,286.0,"OPERATIONAL","ChIJz1a68XouDogRc74PQgkRWiQ","1632 W 47th St, Chicago, IL 60609, United States","['restaurant', 'food', 'point_of_interest', 'establishment']"
"la barca",60609,"La Barca Restaurant",4.2,1.0,349.0,"OPERATIONAL","ChIJcfhVrocuDogRh7ZqIqPF4pc","1221 W 47th St, Chicago, IL 60609, United States","['supermarket', 'grocery_or_supermarket', 'store', 'restaurant', 'food', 'point_of_interest', 'establishment']"
"la barca llc",60629,"","","","","","","",""
"la birrieria restaurant",60639,"La Birrieria Restaurant",4.1,2.0,418.0,"OPERATIONAL","ChIJfdm78xXND4gRd7wzrFoShgE","4743 W Grand Ave, Chicago, IL 60639, United States","['restaurant', 'point_of_interest', 'food', 'establishment']"
"la biznaga",60641,"La Biznaga",4.6,1.0,474.0,"OPERATIONAL","ChIJG2dL8K_ND4gRQO-zz9ObYmk","3555 N Broadway, Chicago, IL 60657, United States","['restaurant', 'point_of_interest', 'food', 'establishment']"
"la biznaga #2",60657,"La Biznaga",4.6,1.0,474.0,"OPERATIONAL","ChIJG2dL8K_ND4gRQO-zz9ObYmk","3555 N Broadway, Chicago, IL 60657, United States","['restaurant', 'food', 'point_of_interest', 'establishment']"
"la bomba food",60647,"La Bomba",4.3,1.0,2455.0,"OPERATIONAL","ChIJE35xBWjND4gRh6QNG_flwe8","3221 W Armitage Ave, Chicago, IL 60647, United States","['restaurant', 'food', 'point_of_interest', 'establishment']"
"la bomba restaurant",60647,"La Bomba",4.3,1.0,2455.0,"OPERATIONAL","ChIJE35xBWjND4gRh6QNG_flwe8","3221 W Armitage Ave, Chicago, IL 60647, United States","['restaurant', 'food', 'point_of_interest', 'establishment']"
"la boulangerie",60647,"La Boulangerie & Co Logan",4.4,2.0,606.0,"OPERATIONAL","ChIJ9X4kwHrND4gRkpu9BrUQS6I","3129 W Logan Blvd, Chicago, IL 60647, United States","['cafe', 'bakery', 'restaurant', 'point_of_interest', 'food', 'store', 'establishment']"
"la brasa restaurant inc.",60641,"Brasa Roja Pulaski",4.2,2.0,1603.0,"OPERATIONAL","ChIJR-Ub8K_ND4gRR9otHyzJfeU","3556 N Pulaski Rd, Chicago, IL 60641, United States","['restaurant', 'food', 'point_of_interest', 'establishment']"
"la bruquena restaurant & lounge",60622,"La Bruquena",4.2,2.0,621.0,"OPERATIONAL","ChIJZy1UpKnSD4gRe9XAoQVNytk","2726 W Division St, Chicago, IL 60622, United States","['restaurant', 'food', 'point_of_interest', 'establishment']"
"la cabana grill",60639,"La Cabaña Grill",4.3,"",16.0,"OPERATIONAL","ChIJb-avASXND4gRxR1IJeai078","4109 W North Ave, Chicago, IL 60639, United States","['meal_delivery', 'restaurant', 'food', 'point_of_interest', 'establishment']"
"la cabanita inc",60617,"La Cabanita",4.4,1.0,255.0,"OPERATIONAL","ChIJVSRbR00nDogRmVplRvjLNJM","10401 S Muskegon Ave, Chicago, IL 60617, United States","['restaurant', 'food', 'point_of_interest', 'establishment']"
"la calaca cantina",60659,"La Calaca LLC",5.0,"",8.0,"OPERATIONAL","ChIJW80yW6QzDogRn6HczSa6hrA","2745 S Kilbourn Ave, Chicago, IL 60623, United States","['restaurant', 'food', 'point_of_interest', 'establishment']"
"la cantina grill",60616,"La Cantina Grill",4.4,2.0,2437.0,"OPERATIONAL","ChIJS0MMs4AsDogR0JGhIqqBxh0","1911 S Michigan Ave, Chicago, IL 60616, United States","['restaurant', 'bar', 'point_of_interest', 'food', 'establishment']"
"la casa de samuel rest.",60623,"La Casa De Samuel",4.2,2.0,2167.0,"OPERATIONAL","ChIJhe1g3WjtD4gRR1asieV7kS8","2834 W Cermak Rd, Chicago, IL 60623, United States","['restaurant', 'food', 'point_of_interest', 'establishment']"
"la casa de tola",60618,"La Casa De Tola",4.6,"",11.0,"OPERATIONAL","ChIJ-SlqSP_ND4gRUtSwco1iljI","3207 N Elston Ave, Chicago, IL 60618, United States","['restaurant', 'point_of_interest', 'food', 'establishment']"
"la casa vieja inc",60626,"La Casa Vieja Inc.",4.5,"",21.0,"OPERATIONAL","ChIJK2T5ADDRD4gRUF8_tEzr998","7357 N Clark St, Chicago, IL 60626, United States","['restaurant', 'food', 'point_of_interest', 'establishment']"
"la catedral cafe",60623,"La Catedral Cafe Little Village",4.4,2.0,3304.0,"OPERATIONAL","ChIJw3dWlm8yDogRTedodwaaYuI","2500 S Christiana Ave, Chicago, IL 60623, United States","['cafe', 'restaurant', 'food', 'point_of_interest', 'establishment']"
"la catedral cafe on ogden inc.",60608,"La Catedral Cafe - North Lawndale",4.5,"",196.0,"OPERATIONAL","ChIJ-ys8rwUtDogRH7AxGutZiOc","1407 S Washtenaw Ave., Chicago, IL 60608, United States","['restaurant', 'food', 'point_of_interest', 'establishment']"
"la catedral express",60632,"La Catedral Express",4.5,1.0,33.0,"OPERATIONAL","ChIJaxsP8X0vDogRZA70024mO8A","Inside Esperanza Health Center, 4720 S California Ave, Chicago, IL 60632, United States","['cafe', 'restaurant', 'point_of_interest', 'food', 'establishment']"
"la catrina mexican restaurant",60655,"La Catrina Mexican Restaurant",4.7,"",39.0,"OPERATIONAL","ChIJ9cMSdPw7DogRWcJCJmXJm9U","3123 W 111th St, Chicago, IL 60655, United States","['restaurant', 'food', 'point_of_interest', 'establishment']"
"la catrina restaurant llc",60647,"LA CATRINA RESTAURANT",4.3,1.0,470.0,"OPERATIONAL","ChIJp21mqATND4gRAw3DH3ZTDwU","3924 W Diversey Ave, Chicago, IL 60647, United States","['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']"
"la cebollita grill",60629,"La Cebollita",4.2,1.0,355.0,"OPERATIONAL","ChIJA5_SrZwxDogREWoqa1GtrtI","4343 W 47th St, Chicago, IL 60632, United States","['restaurant', 'food', 'point_of_interest', 'establishment']"
"la cebollita restaurant",60632,"La Cebollita",4.2,1.0,355.0,"OPERATIONAL","ChIJA5_SrZwxDogREWoqa1GtrtI","4343 W 47th St, Chicago, IL 60632, United States","['restaurant', 'food', 'point_of_interest', 'establishment']"
"la cecina 4",60608,"Cecina Grill Pilsen",4.4,1.0,515.0,"OPERATIONAL","ChIJa1YvDwctDogRLKFppXe3zeM","1536 W 18th St, Chicago, IL 60608, United States","['meal_delivery', 'restaurant', 'food', 'point_of_interest', 'establishment']"
"la cecina restaurant",60609,"La Cecina Restaurant Familiar #1",4.1,2.0,802.0,"OPERATIONAL","ChIJ1zhOMHIuDogRyB8Aw1tcowI","1934 W 47th St, Chicago, IL 60609, United States","['restaurant', 'point_of_interest', 'food', 'establishment']"
"la celia latin kitchen",60618,"La Celia Latin Kitchen",4.5,2.0,319.0,"CLOSED_PERMANENTLY","ChIJud9z0kDND4gRGzyuYvzmJ3k","2890 N Milwaukee Ave, Chicago, IL 60618, United States","['restaurant', 'food', 'point_of_interest', 'establishment']"
"la chaparrita",60632,"La Chaparrita Taqueria #2",4.1,2.0,80.0,"OPERATIONAL","ChIJ2dqAZe0xDogRsMYG8SjrbTA","4559 S Richmond St, Chicago, IL 60632, United States","['store', 'restaurant', 'food', 'point_of_interest', 'establishment']"
"la chilangueda",60639,"","","","","","","",""
"la choza mexican grill",60626,"La Choza Mexican Grill",4.3,1.0,268.0,"OPERATIONAL","ChIJu-o0mrbRD4gRKhVU3iEP3B0","7022 N Clark St, Chicago, IL 60626, United States","['restaurant', 'food', 'point_of_interest', 'establishment']"
"la cocina",60606,"La Cocina",4.1,1.0,282.0,"OPERATIONAL","ChIJv1psgrksDogRF6MrGNrgsQE","45 N Wells St, Chicago, IL 60606, United States","['restaurant', 'food', 'point_of_interest', 'establishment']"
"la cocina de alicia",60651,"La Cocina De Alicia",4.0,"",22.0,"OPERATIONAL","ChIJl9l1O9TMD4gRG8H5paq-JzI","4545 W Division St, Chicago, IL 60651, United States","['restaurant', 'point_of_interest', 'food', 'establishment']"
"la cocina de don ramon",60641,"La Cocina De Don Ramón",4.9,2.0,70.0,"OPERATIONAL","ChIJuYG6bYjND4gRI84Z4IrDrIs","4208 N Milwaukee Ave, Chicago, IL 60641, United States","['restaurant', 'food', 'point_of_interest', 'establishment']"
"la cocina de irma",60623,"La Cocina de Irma",5.0,"",177.0,"OPERATIONAL","ChIJT-ziPxszDogRCEtNAcMLlTk","4224 W 31st St, Chicago, IL 60623, United States","['restaurant', 'food', 'point_of_interest', 'establishment']"
"la cocina mexican grill, llc",60606,"La Cocina",4.1,1.0,282.0,"OPERATIONAL","ChIJv1psgrksDogRF6MrGNrgsQE","45 N Wells St, Chicago, IL 60606, United States","['restaurant', 'food', 'point_of_interest', 'establishment']"
"la cocina restaurant & bar",60605,"La Cocina Restaurant",3.6,1.0,140.0,"CLOSED_PERMANENTLY","ChIJCVIydb0sDogRDL-YxQqQZxc","406 S Clark St, Chicago, IL 60605, United States","['restaurant', 'food', 'point_of_interest', 'establishment']"
"la coco mexican food",60625,"LA COCO ECUADORIAN FOOD",4.2,2.0,64.0,"OPERATIONAL","ChIJg_oQERTND4gROYCBqu8WgjQ","3808 W Lawrence Ave, Chicago, IL 60625, United States","['restaurant', 'food', 'point_of_interest', 'establishment']"
"la concina de janellie",60622,"Janellie's Kitchen",4.7,2.0,190.0,"CLOSED_TEMPORARILY","ChIJ9RTWssHTD4gRd0UW5nQhsRo","2617 W Division St, Chicago, IL 60622, United States","['restaurant', 'food', 'point_of_interest', 'establishment']"
"la condesa",60622,"La Condesa Restaurant",4.3,2.0,807.0,"OPERATIONAL","ChIJaXmKFNLSD4gRYlx6CZBRFj4","1003 N Ashland Ave, Chicago, IL 60622, United States","['restaurant', 'point_of_interest', 'food', 'establishment']"
"la costa",60634,"La Costa",4.4,2.0,1791.0,"OPERATIONAL","ChIJZ2IppoPND4gRXTxRHtDv9Ks","3119 N Central Ave, Chicago, IL 60634, United States","['restaurant', 'food', 'point_of_interest', 'establishment']"
"la creperie, inc.",60657,"La Crêperie Chicago Restaurant",4.6,2.0,751.0,"OPERATIONAL","ChIJxVKrygnTD4gRbklhN5Nvjs0","2845 N Clark St, Chicago, IL 60657, United States","['bar', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']"
"la crosta woodfire pizzeria italiana",60614,"La Crosta Woodfire Pizzeria Italiana",4.5,2.0,460.0,"OPERATIONAL","ChIJZaUwqBrTD4gRka7Gl29dupo","2360 N Lincoln Ave, Chicago, IL 60614, United States","['restaurant', 'food', 'point_of_interest', 'establishment']"
"la encantada restaurant and catering",60647,"La Encantada Restaurant",4.7,1.0,120.0,"OPERATIONAL","ChIJrxM4jUbND4gR9AQLJG2LqVY","3437 W North Ave, Chicago, IL 60647, United States","['restaurant', 'food', 'point_of_interest', 'establishment']"
"la esperanza restaurant",60608,"La Esperanza Restaurant Pilsen",4.5,1.0,613.0,"OPERATIONAL","ChIJ-5DoqQAtDogR37OhGQp2b9w","1864 S Blue Island Ave, Chicago, IL 60608, United States","['restaurant', 'point_of_interest', 'food', 'establishment']"
"la esquina del sabor inc.",60623,"La Esquina Del Sabor",4.5,"",74.0,"CLOSED_PERMANENTLY","ChIJjfVCOzYyDogRXzl1jfSmivc","4224 W 31st St, Chicago, IL 60623, United States","['restaurant', 'food', 'point_of_interest', 'establishment']"
"la esquina del taco",60629,"La Esquina del Taco",4.5,"",75.0,"OPERATIONAL","ChIJzxHnNSQxDogRBqQCTXLREjg","3259 W 63rd St, Chicago, IL 60629, United States","['restaurant', 'point_of_interest', 'food', 'establishment']"
"la fiesta",60632,"La Fiesta on Archer",4.4,1.0,549.0,"OPERATIONAL","ChIJs22i7y47DogR9Z8P7KYMEKc","4248 S Archer Ave, Chicago, IL 60632, United States","['restaurant', 'point_of_interest', 'food', 'establishment']"
"la fiesta restaurant",60655,"La Fiesta Mexican Restaurant",4.1,2.0,776.0,"OPERATIONAL","ChIJN_XX6C47DogRti4_PDgOvXA","3333 W 111th St A, Chicago, IL 60655, United States","['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']"
"la fiesta restaurant",60655,"La Fiesta Mexican Restaurant",4.1,2.0,776.0,"OPERATIONAL","ChIJN_XX6C47DogRti4_PDgOvXA","3333 W 111th St A, Chicago, IL 60655, United States","['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']"
"la flor de acapulco inc",60639,"La Flor De Acapulco",4.5,2.0,278.0,"OPERATIONAL","ChIJq6uS1GHLD4gRBckJM3Y9PWM","6021 W Grand Ave, Chicago, IL 60639, United States","['restaurant', 'food', 'point_of_interest', 'establishment']"
"la flor de mexico",60608,"Taqueria La Flor De México",3.6,"",9.0,"CLOSED_TEMPORARILY","ChIJo90qIJktDogRdkfItU8kmyc","2156 W 23rd St, Chicago, IL 60608, United States","['restaurant', 'food', 'point_of_interest', 'establishment']"
"la fogata nueva restaurant",60625,"La Fogata - Lawrence",4.0,2.0,304.0,"OPERATIONAL","ChIJX46wUubND4gRdQC1jHjTaDc","3433 W Lawrence Ave #5116, Chicago, IL 60625, United States","['restaurant', 'food', 'point_of_interest', 'establishment']"
"la fonda gto",60609,"La Fonda G.T.O",4.6,"",37,"OPERATIONAL","ChIJB40ToRUvDogR_Qrlhn9lkEw","1738 W 47th St, Chicago, IL 60609, United States","['restaurant', 'food', 'point_of_interest', 'establishment']"
"la fortaleza de arcelia guerrero",60639,"Tamaleria Y Taqueria La Fortaleza de Arcelia, Gro.",3.1,"",67,"OPERATIONAL","ChIJoWNKcoLMD4gRFDXHbRM5oE0","5958 W Diversey Ave, Chicago, IL 60639, United States","['restaurant', 'food', 'point_of_interest', 'establishment']"
"la fuente restaurant #3",60638,"La Fuente #3",3.9,"",30,"CLOSED_PERMANENTLY","ChIJzwRPdv8xDogR60YLpdc1KTQ","4233 S Archer Ave, Chicago, IL 60632, United States","['restaurant', 'food', 'point_of_interest', 'establishment']"
"la fuente restaurante #2",60629,"La Fuente Restaurant",4.0,1.0,494,"OPERATIONAL","ChIJxdUO5tcxDogR7jlOUxtzVT0","2950 W 59th St, Chicago, IL 60629, United States","['restaurant', 'food', 'point_of_interest', 'establishment']"
"la gondola",60657,"La Gondola Crestwood",4.4,2.0,291,"OPERATIONAL","ChIJL96lrZvTD4gRKPgdo70PTKk","13326 S Cicero Ave, Crestwood, IL 60418, United States","['meal_delivery', 'meal_takeaway', 'restaurant', 'bar', 'point_of_interest', 'store', 'food', 'establishment']"
"la gozadera latin restaurant & bar",60659,"La Gozadera Chicago",4.1,2.0,403,"CLOSED_PERMANENTLY","ChIJMQEa4OPRD4gRAPmBWkL7N6s","2542 W Peterson Ave, Chicago, IL 60659, United States","['restaurant', 'bar', 'point_of_interest', 'food', 'establishment']"
"la grande boucherie   omakase room",60654,"La Grande Boucherie Chicago",4.6,2.0,1243,"OPERATIONAL","ChIJm4Gq6AUtDogRohxNMjrpRlk","431 N Dearborn St, Chicago, IL 60654, United States","['restaurant', 'food', 'point_of_interest', 'establishment']"
"la guera restaurant",60617,"Barbacoa La guera",3.7,1.0,10,"OPERATIONAL","ChIJrYXZVA7ZEYgRu1817sidoVA","3614 E 106th St, Chicago, IL 60617, United States","['restaurant', 'point_of_interest', 'food', 'establishment']"
"la haciendita taqueria inc",60632,"La Haciendita Taquería Restaurant",4.1,2.0,960,"OPERATIONAL","ChIJV9dEp_oxDogRReUr4rPrCE4","3322 W 47th St, Chicago, IL 60632, United States","['restaurant', 'food', 'point_of_interest', 'establishment']"
"la haciendita taqueria kedzie, inc.",60632,"Taqueria La Haciendita",4.4,1.0,968,"OPERATIONAL","ChIJb2CpIucxDogRCoN4MWwIAZQ","5151 S Kedzie Ave, Chicago, IL 60632, United States","['restaurant', 'food', 'point_of_interest', 'establishment']"
"la huarachita",60641,"La Huarachita",4.6,"",92,"CLOSED_PERMANENTLY","ChIJz4N2FkrND4gR-OfxLUeNhkY","3334 N Milwaukee Ave, Chicago, IL 60641, United States","['restaurant', 'food', 'point_of_interest', 'establishment']"
"la humita",60641,"Humita Express",4.4,2.0,373,"OPERATIONAL","ChIJCwhdhK_ND4gRoIz_PWdgot4","3466 N Pulaski Rd, Chicago, IL 60641, United States","['restaurant', 'food', 'point_of_interest', 'establishment']"
"la iguanita restaurant",60632,"La Iguanita",4.7,1.0,362,"OPERATIONAL","ChIJV8sNrgUyDogRORpKQrQtj1w","3733 S Kedzie Ave, Chicago, IL 60632, United States","['restaurant', 'point_of_interest', 'food', 'establishment']"
"la josie",60661,"La Josie",4.4,2.0,1629,"OPERATIONAL","ChIJSbfKRsUsDogRgHJ5GfV2ZZ0","740 W Randolph St, Chicago, IL 60661, United States","['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']"
"la katrina  autentica",60632,"La Katrina Autentica Cafe",4.4,2.0,60,"CLOSED_PERMANENTLY","ChIJNSo_Fq4xDogRuTNdL6Jn_V8","5158 S Kedzie Ave, Chicago, IL 60632, United States","['restaurant', 'cafe', 'bakery', 'store', 'food', 'point_of_interest', 'establishment']"
"la lagartija",60607,"La Lagartija Taqueria",3.8,2.0,442,"OPERATIONAL","ChIJVRcVIiMtDogRMXAtA6K9OUI","132 S Ashland Ave, Chicago, IL 60607, United States","['restaurant', 'food', 'point_of_interest', 'establishment']"
"la lena",60647,"La Lena Restaurante 3758",4.1,2.0,315,"OPERATIONAL","ChIJjQZ5bjnND4gRIxe7cQwKK6k","3758 W North Ave, Chicago, IL 60647, United States","['restaurant', 'food', 'point_of_interest', 'establishment']"
"la licor panamericana",60647,"La Licor Panamericana",4.9,"",97,"OPERATIONAL","ChIJGbvb4iHTD4gRGnxakQbBIjg","2521 N California Ave, Chicago, IL 60647, United States","['restaurant', 'bar', 'point_of_interest', 'food', 'establishment']"
"la luna",60608,"La Luna",4.6,2.0,1494,"OPERATIONAL","ChIJqYUIzlstDogRhpkfbOcPTKg","1726 S Racine Ave, Chicago, IL 60608, United States","['restaurant', 'food', 'point_of_interest', 'establishment']"
"la markeza restaurant & coffee",60609,"La Markeza",5.0,"",2,"CLOSED_TEMPORARILY","ChIJ4dSwXwAvDogR78WP3uJp2cc","4559 S Halsted St, Chicago, IL 60609, United States","['restaurant', 'point_of_interest', 'food', 'establishment']"
"la mejikana",60608,"La Mejikana",4.5,2.0,967,"OPERATIONAL","ChIJt7tUSpUtDogRPopzhXfm3Nk","1820 S Ashland Ave, Chicago, IL 60608, United States","['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']"
"la mexicana grill llc",60613,"La Mexicana Grill",4.0,1.0,289,"OPERATIONAL","ChIJzWShToLTD4gRbNK9Ec9v4Mw","3731 N Clark St, Chicago, IL 60613, United States","['meal_delivery', 'meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']"
"la michoacana",60638,"La Michoacana Gourmet",4.4,1.0,127,"OPERATIONAL","ChIJaagGvm0xDogRF3YEpVHA_hM","5857 S Archer Ave, Chicago, IL 60638, United States","['store', 'restaurant', 'food', 'point_of_interest', 'establishment']"
"la michoacana",60638,"La Michoacana Gourmet",4.4,1.0,127,"OPERATIONAL","ChIJaagGvm0xDogRF3YEpVHA_hM","5857 S Archer Ave, Chicago, IL 60638, United States","['restaurant', 'point_of_interest', 'store', 'food', 'establishment']"
"la michoacana azteca",60652,"La Michoacana Azteca #2",4.1,2.0,392,"OPERATIONAL","ChIJ58LNxs4xDogR3eRCexZmAOo","8055 S Cicero Ave, Chicago, IL 60652, United States","['restaurant', 'food', 'point_of_interest', 'store', 'establishment']"
"la michoacana d beatriz & alma",60638,"La Michoacana Gourmet",4.4,1.0,127,"OPERATIONAL","ChIJaagGvm0xDogRF3YEpVHA_hM","5857 S Archer Ave, Chicago, IL 60638, United States","['restaurant', 'food', 'point_of_interest', 'store', 'establishment']"
"la michoacana ice cream shop",60634,"Michoacana Delight Ice Cream Shop",4.6,1.0,115,"OPERATIONAL","ChIJixQCk-3LD4gR1zD6TnF3g_A","7213 W Irving Park Rd, Chicago, IL 60634, United States","['meal_takeaway', 'restaurant', 'point_of_interest', 'store', 'food', 'establishment']"
