"dba_name","zip","matched_name","rating","price_level","user_ratings_total","business_status","place_id","address","types"
"jj fish",60612,"J J Fish & Chicken",4.1,1.0,616,"OPERATIONAL","ChIJjUnmWJgyDogRmstvsauVHF4","411 S Kedzie Ave, Chicago, IL 60612, United States","['meal_takeaway', 'restaurant', 'point_of_interest', 'food', 'establishment']"
"jj fish",60639,"JJ Fish & Chicken - Chicago",3.9,2.0,465,"OPERATIONAL","ChIJLU9CVcjND4gRkjCyKaPKTIs","5211 W North Ave, Chicago, IL 60639, United States","['restaurant', 'meal_takeaway', 'food', 'point_of_interest', 'establishment']"
"jj fish & chicken",60623,"JJ Fish and Chicken",3.9,1.0,398,"OPERATIONAL","ChIJBYSNw1syDogRJTj7EpsD1_4","3948 W Cermak Rd #2453, Chicago, IL 60623, United States","['meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']"
"jj fish & chicken",60652,"JJ Fish & Chicken",3.9,1.0,347.0,"OPERATIONAL","ChIJF8oPn-4vDogRW88gFcSVC8s","7828 S Western Ave, Chicago, IL 60620, United States","['restaurant', 'food', 'point_of_interest', 'establishment']"
"jj fish & chicken",60624,"JJ FISH AND CHICKEN",4.9,"",92.0,"OPERATIONAL","ChIJ8da1PDczDogRm8nyxYzYJSI","4020 W Roosevelt Rd, Chicago, IL 60624, United States","['restaurant', 'point_of_interest', 'food', 'establishment']"
"jj fish & chicken",60651,"J & J Fish & Chicken",3.9,2.0,285.0,"OPERATIONAL","ChIJPRLnaa0yDogR8XjjD_cgj6U","800 N Kedzie Ave #224, Chicago, IL 60651, United States","['restaurant', 'point_of_interest', 'food', 'establishment']"
"jj fish & chicken",60620,"JJ FISH AND CHICKEN",3.9,2.0,121.0,"OPERATIONAL","ChIJsUr_t70vDogR2Ao6GBWdxXA","47 W 79th St, Chicago, IL 60620, United States","['restaurant', 'food', 'point_of_interest', 'establishment']"
"jj fish & chicken",60617,"JJ Fish & Chicken on Stony Island",3.7,2.0,426.0,"OPERATIONAL","ChIJp-XJh4MoDogREnoOtHGMMN4","8524 S Stony Island Ave, Chicago, IL 60617, United States","['restaurant', 'food', 'point_of_interest', 'establishment']"
"jj fish & chicken south chicago",60619,"JJ Fish & Chicken",3.8,2.0,466.0,"OPERATIONAL","ChIJ03Cmt78pDogRDb8MuLGBJXk","7100 S South Chicago Ave, Chicago, IL 60619, United States","['restaurant', 'food', 'point_of_interest', 'establishment']"
"jj fish chicken fire baba's grill & seafood mart",60628,"JJ Fish & chicken",4.0,1.0,688.0,"OPERATIONAL","ChIJEdKA9-UlDogRKNFDJPZrtyA","10902 S Halsted St, Chicago, IL 60628, United States","['restaurant', 'food', 'point_of_interest', 'establishment']"
"jj fish sea food market",60649,"JJ Fish & Chicken",4.5,2.0,292.0,"OPERATIONAL","ChIJgcLxE5IpDogRgY6HptNj_Js","2025 E 75th St, Chicago, IL 60649, United States","['restaurant', 'food', 'point_of_interest', 'establishment']"
"jj fish state inc.",60620,"JJ FISH AND CHICKEN",3.9,2.0,121.0,"OPERATIONAL","ChIJsUr_t70vDogR2Ao6GBWdxXA","47 W 79th St, Chicago, IL 60620, United States","['restaurant', 'food', 'point_of_interest', 'establishment']"
"jj thai street food",60622,"JJ Thai Street Food",4.5,2.0,379.0,"OPERATIONAL","ChIJRXC74KItDogRS1jY87jf22g","1715 W Chicago Ave, Chicago, IL 60622, United States","['restaurant', 'food', 'point_of_interest', 'establishment']"
"jm seafood restaurant",60608,"JM Seafood (Wing Yip Chop Suey Restaurant)",4.2,1.0,382.0,"OPERATIONAL","ChIJ5zgvL0MsDogRVO4JfOef4K4","3312 S Halsted St, Chicago, IL 60608, United States","['restaurant', 'food', 'point_of_interest', 'establishment']"
"jodidamente delicioso",60647,"","","","","","","",""
"joe & the juice",60606,"JOE & THE JUICE",3.2,2.0,161.0,"OPERATIONAL","ChIJr3lPQ80tDogRD1vJP7oTuls","233 S Wacker Dr, Chicago, IL 60606, United States","['cafe', 'restaurant', 'store', 'food', 'point_of_interest', 'establishment']"
"joe & the juice east huron",60611,"JOE & THE JUICE",3.9,2.0,481.0,"OPERATIONAL","ChIJ4xQRTa0sDogRyEPAK3ALzVM","8 E Huron St, Chicago, IL 60611, United States","['cafe', 'meal_takeaway', 'store', 'restaurant', 'food', 'point_of_interest', 'establishment']"
"joe & the juice illinois, llc",60611,"JOE & THE JUICE",3.9,2.0,481.0,"OPERATIONAL","ChIJ4xQRTa0sDogRyEPAK3ALzVM","8 E Huron St, Chicago, IL 60611, United States","['cafe', 'meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']"
"joe & the juice new york llc",60611,"JOE & THE JUICE",3.9,2.0,481.0,"OPERATIONAL","ChIJ4xQRTa0sDogRyEPAK3ALzVM","8 E Huron St, Chicago, IL 60611, United States","['cafe', 'meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']"
"joe & the juice north wells",60654,"JOE & THE JUICE",3.6,2.0,214.0,"OPERATIONAL","ChIJbRNrl7YsDogR-97cE2Tkb_g","215 W Hubbard St, Chicago, IL 60654, United States","['meal_takeaway', 'cafe', 'restaurant', 'food', 'store', 'point_of_interest', 'establishment']"
"joe willie's",60619,"Joe Willies Seafood Bar",3.7,2.0,1063.0,"CLOSED_PERMANENTLY","ChIJo1TvMrQjDogRt_8UMTVpMrI","14719 S Halsted St B, Harvey, IL 60426, United States","['restaurant', 'food', 'point_of_interest', 'establishment']"
"joe willie's seafood",60612,"Joe Willies Seafood WestTown",4.0,2.0,371.0,"OPERATIONAL","ChIJDSr2b58yDogROJ5gHc3Bb4w","337 S Sacramento Blvd, Chicago, IL 60612, United States","['restaurant', 'point_of_interest', 'food', 'establishment']"
"joe's & ken's ii",60615,"Uncle Joe's Jerk Chicken Hyde Park",3.9,2.0,1093.0,"OPERATIONAL","ChIJl9cZLG4pDogRSMdRTrEN8Tw","1461 E Hyde Park Blvd, Chicago, IL 60615, United States","['restaurant', 'food', 'point_of_interest', 'establishment']"
"joe's bar",60642,"Joe's on Weed St.",4.3,2.0,1465.0,"OPERATIONAL","ChIJr2GMEiTTD4gRt5EY1kGRI3c","940 W Weed St, Chicago, IL 60642, United States","['night_club', 'bar', 'restaurant', 'food', 'point_of_interest', 'establishment']"
"joe's barbeq and fish #1",60644,"Joe's BBQ & Fish",3.7,1.0,852.0,"OPERATIONAL","ChIJmylDvxlLDogRPxgsvT4bQKU","350 N Wolf Rd, Hillside, IL 60162, United States","['restaurant', 'bar', 'point_of_interest', 'food', 'establishment']"
"joe's barbeq and fish #1",60644,"Joe's BBQ & Fish",3.7,1.0,852.0,"OPERATIONAL","ChIJmylDvxlLDogRPxgsvT4bQKU","350 N Wolf Rd, Hillside, IL 60162, United States","['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']"
"joe's breakfast & grill",60609,"Joe's Grill Original #1",4.7,"",81.0,"OPERATIONAL","ChIJZUjBxh8vDogRS1Be8Q9ltgc","1156 W 51st St, Chicago, IL 60609, United States","['restaurant', 'food', 'point_of_interest', 'establishment']"
"joe's grill",60609,"Joe's Grill Original #1",4.7,"",81.0,"OPERATIONAL","ChIJZUjBxh8vDogRS1Be8Q9ltgc","1156 W 51st St, Chicago, IL 60609, United States","['restaurant', 'food', 'point_of_interest', 'establishment']"
"joe's grill",60609,"Joe's Grill Original #1",4.7,"",81.0,"OPERATIONAL","ChIJZUjBxh8vDogRS1Be8Q9ltgc","1156 W 51st St, Chicago, IL 60609, United States","['restaurant', 'food', 'point_of_interest', 'establishment']"
"joe's imports",60607,"Joe's Imports",4.8,2.0,506.0,"CLOSED_PERMANENTLY","ChIJ436i8-MtDogRKAPd8sSPXcI","813 W Fulton Market, Chicago, IL 60607, United States","['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']"
"joe's pizza",60630,"Joe's On Higgins",4.4,3.0,315.0,"OPERATIONAL","ChIJ_8poT9XND4gRMzbxE-cUac4","5862 W Higgins Ave, Chicago, IL 60630, United States","['meal_delivery', 'restaurant', 'food', 'point_of_interest', 'establishment']"
"joe's pizza inc",60630,"Joe's On Higgins",4.4,3.0,315.0,"OPERATIONAL","ChIJ_8poT9XND4gRMzbxE-cUac4","5862 W Higgins Ave, Chicago, IL 60630, United States","['meal_delivery', 'restaurant', 'food', 'point_of_interest', 'establishment']"
"joe's seafood, prime steak",60611,"Joe's Seafood, Prime Steak & Stone Crab",4.7,4.0,4551.0,"OPERATIONAL","ChIJ_7CjSKwsDogRLvZStKKlxbs","60 E Grand Ave, Chicago, IL 60611, United States","['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']"
"joey g's mac and cheese",60622,"Joey G's Mac n Cheese",4.3,1.0,668.0,"OPERATIONAL","ChIJTRpkZ7LSD4gRSe15umIDeYo","959 N Western Ave, Chicago, IL 60622, United States","['meal_delivery', 'store', 'restaurant', 'food', 'point_of_interest', 'establishment']"
"joey's g's mac and cheese",60622,"Joey G's Mac n Cheese",4.3,1.0,668.0,"OPERATIONAL","ChIJTRpkZ7LSD4gRSe15umIDeYo","959 N Western Ave, Chicago, IL 60622, United States","['meal_delivery', 'restaurant', 'point_of_interest', 'store', 'food', 'establishment']"
"joey's red hots",60643,"Joey's Red Hots",4.3,1.0,1735.0,"OPERATIONAL","ChIJTUd-TFclDogRH_-hibRPR5c","11500 S Western Ave, Chicago, IL 60643, United States","['meal_takeaway', 'store', 'restaurant', 'food', 'point_of_interest', 'establishment']"
"john's drive in",60636,"John's Drive-In",4.5,1.0,209.0,"OPERATIONAL","ChIJo5GLdVouDogRuokEyrh_kRU","5900 S Ashland Ave, Chicago, IL 60636, United States","['restaurant', 'point_of_interest', 'food', 'establishment']"
"john's pizzeria",60647,"Papa Johns Pizza",3.0,1.0,196.0,"OPERATIONAL","ChIJVd64IGDND4gRmOSkBmplkYY","2020 N California Ave Ste 2, Chicago, IL 60647, United States","['restaurant', 'food', 'point_of_interest', 'establishment']"
"john's place",60618,"John's Place",4.5,2.0,400.0,"OPERATIONAL","ChIJA8U0hmbSD4gRErhH7u8GZcA","2132 W Roscoe St, Chicago, IL 60618, United States","['restaurant', 'food', 'point_of_interest', 'establishment']"
"johnna cafe",60612,"Johnna's Cafe",4.2,2.0,131.0,"OPERATIONAL","ChIJY6fhYGgtDogRbddrvGYx31Y","520 S Western Ave, Chicago, IL 60612, United States","['restaurant', 'food', 'point_of_interest', 'establishment']"
"johnnie's pizza",60636,"Johnnie's Pizza",3.0,"",8.0,"CLOSED_PERMANENTLY","ChIJN_3bkHcvDogRVzyAr0D9Vpc","6558 S Western Ave, Chicago, IL 60636, United States","['restaurant', 'food', 'point_of_interest', 'establishment']"
"johnnies snack shop",60661,"Johnnies Snack Shop IL",4.4,1.0,312.0,"CLOSED_PERMANENTLY","ChIJ4Wm-RcUsDogRO5QzxWLUi-0","160 N Halsted St, Chicago, IL 60661, United States","['restaurant', 'food', 'point_of_interest', 'establishment']"
"johnny's beef & gyros",60614,"Johnny's Beef & Gyros - Lincoln Park",4.5,1.0,529.0,"OPERATIONAL","ChIJEQ9xRhDTD4gRp1djRjjsB8I","2300 N Lincoln Ave, Chicago, IL 60614, United States","['meal_takeaway', 'restaurant', 'point_of_interest', 'food', 'establishment']"
"jojigyros786 inc",60649,"Joji Gyros",4.1,"",314.0,"OPERATIONAL","ChIJAQAAAEQoDogR7tidMdjx8Vs","2518 E 79th St, Chicago, IL 60649, United States","['restaurant', 'food', 'point_of_interest', 'establishment']"
"jojo's milk bar",60654,"JoJo's Shake Bar - Chicago",4.2,2.0,3957.0,"OPERATIONAL","ChIJM7AX2DXTD4gRH2G2hdBDGlk","23 W Hubbard St, Chicago, IL 60654, United States","['bar', 'store', 'restaurant', 'food', 'point_of_interest', 'establishment']"
"jojo's shake bar",60611,"JoJo's Shake Bar - Chicago",4.2,2.0,3957.0,"OPERATIONAL","ChIJM7AX2DXTD4gRH2G2hdBDGlk","23 W Hubbard St, Chicago, IL 60654, United States","['bar', 'restaurant', 'food', 'store', 'point_of_interest', 'establishment']"
"jojo's shakebar  navy pier",60611,"JoJo's Shake Bar - Navy Pier",2.0,"",4.0,"CLOSED_TEMPORARILY","ChIJYwV-oP4rDogRVa2aXEQ0bCY","600 E Grand Ave, Chicago, IL 60611, United States","['restaurant', 'point_of_interest', 'food', 'establishment']"
"joker's cajun kitchen",60661,"Joker's Cajun Kitchen",4.6,1.0,31.0,"CLOSED_PERMANENTLY","ChIJzTalPo0tDogR4gH5B0OksR0","131 N Clinton St, Chicago, IL 60661, United States","['restaurant', 'food', 'point_of_interest', 'establishment']"
"joker's cajun smokehouse",60647,"Joker's Cajun Smokehouse",3.9,2.0,177.0,"OPERATIONAL","ChIJA3l7BbzTD4gRlvQfNMEpYWI","2416 W Schubert Ave, Chicago, IL 60647, United States","['restaurant', 'food', 'point_of_interest', 'establishment']"
"jollibee",60603,"Jollibee",3.2,1.0,1323.0,"OPERATIONAL","ChIJLbpa1HotDogRA0JYi0jtRAk","116 S Michigan Ave, Chicago, IL 60603, United States","['meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']"
"jollibee",60630,"Jollibee",4.1,1.0,1019.0,"OPERATIONAL","ChIJtyhixyjMD4gRBIuLKN6vDOY","5033 N Elston Ave, Chicago, IL 60630, United States","['meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']"
"jolly inn restaurant",60634,"Jolly Inn Restaurant & Banquet Hall",4.5,1.0,1496.0,"OPERATIONAL","ChIJDQgpYpHLD4gRVvxHwSTe2A4","6501 W Irving Park Rd, Chicago, IL 60634, United States","['restaurant', 'point_of_interest', 'food', 'establishment']"
"jook sing",60642,"Jook Sing",4.6,2.0,115.0,"OPERATIONAL","ChIJidMMO3PTD4gR-LWkNdChcbk","1329 W Chicago Ave, Chicago, IL 60642, United States","['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']"
"jordan heaven fish & chicken",60651,"Jordan’s Fish & Chicken",3.6,"",17.0,"CLOSED_PERMANENTLY","ChIJ2dFC6DAzDogRf3BE2lp-Z70","3357 W Chicago Ave, Chicago, IL 60651, United States","['restaurant', 'point_of_interest', 'food', 'establishment']"
"jordyn's hibachi & pizzeria",60653,"Jordyns Hibachi & Pizzeria",4.8,2.0,424.0,"CLOSED_PERMANENTLY","ChIJtQjjGU8rDogRGiWzN0HybJM","1160 W Grand Ave, Chicago, IL 60642, United States","['restaurant', 'food', 'point_of_interest', 'establishment']"
"jordyn's jerk palace inc",60628,"Jordan Jerk Palace III",3.2,2.0,681.0,"OPERATIONAL","ChIJOV3SrLAlDogRzcmwiHotYaI","10318 S Halsted St, Chicago, IL 60628, United States","['restaurant', 'food', 'point_of_interest', 'establishment']"
"jordyn's soul cafe inc",60615,"Jordyn's Soul Cafe",3.9,"",361.0,"OPERATIONAL","ChIJSzUnvpgpDogRsW08srTpHPk","1508 E 53rd St, Chicago, IL 60615, United States","['restaurant', 'food', 'point_of_interest', 'establishment']"
"jordyn's soul cafe inc.",60642,"Jordyn’s Soul Cafe",3.7,2.0,602.0,"OPERATIONAL","ChIJMRazy6AtDogR_DFqviA_ge0","1160 W Grand Ave, Chicago, IL 60642, United States","['restaurant', 'food', 'point_of_interest', 'establishment']"
"jose m",60618,"","","","","","","",""
"josephine's cookin'",60619,"Josephine's Southern Cooking",3.8,2.0,629.0,"OPERATIONAL","ChIJR_bIrrYoDogRuVb91LgsRYo","436 E 79th St, Chicago, IL 60619, United States","['restaurant', 'point_of_interest', 'food', 'establishment']"
"jovial club",60617,"Jovial Club",4.3,2.0,227.0,"OPERATIONAL","ChIJI6sWbO4nDogRDjWyNwksMi8","9615 S Commercial Ave #5022, Chicago, IL 60617, United States","['bar', 'restaurant', 'point_of_interest', 'food', 'establishment']"
"joy chicago",60647,"Joy Chicago",4.8,2.0,70.0,"OPERATIONAL","ChIJadHkUADND4gRwPp3pWZIbXc","3315 W Armitage Ave, Chicago, IL 60647, United States","['restaurant', 'food', 'point_of_interest', 'establishment']"
"joy the plant based place",60642,"Plant Joy",5.0,"",19.0,"OPERATIONAL","ChIJl8xPYOXjBIgR2PD9DFHlquI","8103 W Tower Ave, Milwaukee, WI 53223, United States","['meal_delivery', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']"
"joy yee noodle",60607,"Joy Yee",4.1,2.0,689.0,"OPERATIONAL","ChIJybcyQfAsDogR_t_8mJ6UHf0","1335 S Halsted St, Chicago, IL 60607, United States","['restaurant', 'food', 'point_of_interest', 'establishment']"
"joy yee noodle roscoe",60618,"Joy Yee Noodle Roscoe",4.3,1.0,137.0,"OPERATIONAL","ChIJK3IeCTzTD4gR55gaNW6xJRM","3336 N Western Ave, Chicago, IL 60618, United States","['restaurant', 'point_of_interest', 'food', 'establishment']"
"joy yee noodle shop",60616,"Joy Yee",4.3,2.0,4112.0,"OPERATIONAL","ChIJXwlAkmEsDogRITn2CxFDphQ","2139 S China Pl, Chicago, IL 60616, United States","['restaurant', 'point_of_interest', 'food', 'establishment']"
"joy yee plus",60616,"Joy Yee Plus",4.3,2.0,813.0,"OPERATIONAL","ChIJXwlAkmEsDogRJPkGfe3Sh5w","2159 S China Pl, Chicago, IL 60616, United States","['cafe', 'restaurant', 'point_of_interest', 'food', 'establishment']"
"joy's noodles & rice",60657,"Joy's Noodles & Rice",4.2,1.0,594.0,"OPERATIONAL","ChIJ5xlmaaTTD4gRUM2pd4dYrcg","3257 N Broadway, Chicago, IL 60657, United States","['restaurant', 'food', 'point_of_interest', 'establishment']"
"joys",60657,"Joy's Noodles & Rice",4.2,1.0,594.0,"OPERATIONAL","ChIJ5xlmaaTTD4gRUM2pd4dYrcg","3257 N Broadway, Chicago, IL 60657, United States","['restaurant', 'point_of_interest', 'food', 'establishment']"
"joys seafood & steak market inc",60628,"Joe's Seafood, Prime Steak & Stone Crab",4.7,4.0,4551.0,"OPERATIONAL","ChIJ_7CjSKwsDogRLvZStKKlxbs","60 E Grand Ave, Chicago, IL 60611, United States","['bar', 'restaurant', 'point_of_interest', 'food', 'establishment']"
"jr's jamaican tropical cafe",60649,"Jamaican Tropical Cuisine",4.2,3.0,287.0,"OPERATIONAL","ChIJh7OJSGYoDogRuddsGOBtcHQ","2200 E 79th St, Chicago, IL 60649, United States","['restaurant', 'food', 'point_of_interest', 'establishment']"
"jr's jamaican tropical cafe",60620,"Jamaican Tropical Cuisine",4.2,2.0,182.0,"OPERATIONAL","ChIJ1WoaY5svDogRu2BrlhIPucY","8010 S Ashland Ave, Chicago, IL 60620, United States","['restaurant', 'food', 'point_of_interest', 'establishment']"
"jr's red hots",60647,"Jr’s Red Hots",4.5,1.0,746.0,"OPERATIONAL","ChIJ67Mg51LND4gRzWIDq2wJZMc","2345 W Armitage Ave, Chicago, IL 60647, United States","['meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']"
"jsv te holdings llc",60613,"","","","","","","",""
"juanita produce and restaurant",60617,"Juanita’s kitchen",4.9,2.0,15.0,"OPERATIONAL","ChIJ7Y3h8P4vDogRzdX64CEgAbM","6859 S Loomis Blvd, Chicago, IL 60636, United States","['restaurant', 'food', 'point_of_interest', 'establishment']"
"juanita's mexican food",60629,"Juanitas mexican food",3.8,1.0,170.0,"OPERATIONAL","ChIJQ-Y-6NcxDogRpvQiFDzKPzw","2955 W 59th St, Chicago, IL 60629, United States","['meal_delivery', 'meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']"
"juanita's restaurant #2",60638,"Juanitas Mexican food #2",3.8,"",66.0,"OPERATIONAL","ChIJA0sims83DogRxz2pPedBcQ0","6539 W 63rd St, Chicago, IL 60638, United States","['meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']"
"jubilee coffee, inc   dba dunkin' donuts",60631,"Dunkin'",3.9,1.0,115.0,"OPERATIONAL","ChIJLfOLvwTJD4gRONa7JITwgLc","7156 N Harlem Ave, Chicago, IL 60631, United States","['meal_takeaway', 'cafe', 'bakery', 'store', 'restaurant', 'food', 'point_of_interest', 'establishment']"
"jubilee juice and grill",60661,"Jubilee Juice & Grill",4.5,2.0,949.0,"OPERATIONAL","ChIJ5cxKOsUsDogRzjHqwXV39ok","140 N Halsted St, Chicago, IL 60661, United States","['restaurant', 'food', 'point_of_interest', 'establishment']"
"jue wei ya ba wang inc.",60616,"Jue Wei Ya Ba Wang 绝味鸭霸王",4.0,2.0,1.0,"OPERATIONAL","ChIJKSnw8i8tDogRSmNPNa4SQn4","2002 S Wentworth Ave, Chicago, IL 60616, United States","['restaurant', 'food', 'point_of_interest', 'establishment']"
"juicerx",60611,"JuiceRx",4.6,2.0,352.0,"OPERATIONAL","ChIJ4QL7WdCzD4gRvPvlTs69YHQ","211 E Ontario St, Chicago, IL 60611, United States","['cafe', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']"
"juicerx",60657,"JuiceRx",4.6,2.0,154.0,"OPERATIONAL","ChIJ4S1_VVHTD4gRsA3htPzb4o0","3241 N Broadway, Chicago, IL 60657, United States","['cafe', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']"
"juicerx bucktown llc",60647,"JuiceRx",4.6,2.0,406.0,"OPERATIONAL","ChIJwQGtqurSD4gR8u6WPN12cQo","1880 N Damen Ave, Chicago, IL 60647, United States","['cafe', 'store', 'restaurant', 'food', 'point_of_interest', 'establishment']"
"juleen burger's llc",60660,"Juleen Burgers Chicago’s",4.6,1.0,53.0,"OPERATIONAL","ChIJ1yu-LkbRD4gREbWao8dHcWM","6141 N Broadway, Chicago, IL 60660, United States","['restaurant', 'food', 'point_of_interest', 'establishment']"
"juliana restaurant",60659,"Juliana Restaurant",4.3,2.0,256.0,"OPERATIONAL","ChIJSd8UzhvOD4gRSdSFVFgyc10","3001 W Peterson Ave, Chicago, IL 60659, United States","['restaurant', 'food', 'point_of_interest', 'establishment']"
"junebug cafe",60641,"Junebug Cafe Six Corners",4.6,2.0,416.0,"OPERATIONAL","ChIJMaElMmHND4gRnZ8bOOP11Kw","4042 N Milwaukee Ave, Chicago, IL 60641, United States","['cafe', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']"
"junebug cafe",60622,"Junebug Cafe",0.0,2.0,0.0,"CLOSED_PERMANENTLY","ChIJeaMffQzTD4gRTd9gPYDEYCs","851 N Ashland Ave, Chicago, IL 60622, United States","['restaurant', 'point_of_interest', 'food', 'establishment']"
"junebug cafe l.l.c.",60641,"Junebug Cafe Six Corners",4.6,2.0,416.0,"OPERATIONAL","ChIJMaElMmHND4gRnZ8bOOP11Kw","4042 N Milwaukee Ave, Chicago, IL 60641, United States","['cafe', 'restaurant', 'point_of_interest', 'store', 'food', 'establishment']"
"juno",60614,"Juno Sushi Chicago",4.3,3.0,510.0,"OPERATIONAL","ChIJ9R7uzwPTD4gRUK7ByrCK-wg","2638 N Lincoln Ave, Chicago, IL 60614, United States","['restaurant', 'bar', 'point_of_interest', 'food', 'establishment']"
"jus chick hen 11806189",60623,"Jus Chick-Hen Inc",4.4,2.0,106.0,"OPERATIONAL","ChIJR_taslczDogR-pByJo4O2X8","3602 W 16th St, Chicago, IL 60623, United States","['restaurant', 'food', 'point_of_interest', 'establishment']"
"just healthy",60639,"Just Healthy",5.0,"",3.0,"OPERATIONAL","ChIJGWq2v0HND4gRQy95kIPCJnQ","4353 W Diversey Ave, Chicago, IL 60639, United States","['restaurant', 'food', 'point_of_interest', 'establishment']"
"just jerk cafe",60619,"Just Jerk Cafe's",4.3,1.0,309.0,"OPERATIONAL","ChIJFxC1nEwvDogR1YnBiq_SROY","119 E 79th St, Chicago, IL 60619, United States","['restaurant', 'food', 'point_of_interest', 'establishment']"
"just salad",60606,"Just Salad",4.3,2.0,203.0,"OPERATIONAL","ChIJN5JxRccsDogRZVm6_lULTkc","120 S Riverside Plaza, Chicago, IL 60606, United States","['restaurant', 'food', 'point_of_interest', 'establishment']"
"just salad",60606,"Just Salad",4.3,2.0,203.0,"OPERATIONAL","ChIJN5JxRccsDogRZVm6_lULTkc","120 S Riverside Plaza, Chicago, IL 60606, United States","['restaurant', 'food', 'point_of_interest', 'establishment']"
"just salad",60603,"Just Salad",4.5,2.0,208.0,"OPERATIONAL","ChIJ-VpzZbwsDogRhhk6sJ1VXJc","120 W Adams St, Chicago, IL 60603, United States","['restaurant', 'food', 'point_of_interest', 'establishment']"
"just salad",60604,"Just Salad",4.3,2.0,294.0,"OPERATIONAL","ChIJJUd9GqMsDogR5ih8wkwWVUc","20 E Jackson Blvd, Chicago, IL 60604, United States","['restaurant', 'food', 'point_of_interest', 'establishment']"
"just salad",60654,"Just Salad",4.2,2.0,86.0,"OPERATIONAL","ChIJn8Dc_HAtDogRTZPnqJf83r0","222 W Merchandise Mart Plaza Suite 207, Chicago, IL 60654, United States","['restaurant', 'food', 'point_of_interest', 'establishment']"
