dba_name,address,zip,state
las delicias de la michoacana llc,6649 n clark st,60626,il
"las delicias de morelia, inc.",4754 w fullerton ave,60639,il
las delicias de puerto rico,4821 w armitage ave,60639,il
las delicias latinas,7027 n clark st,60626,il
"las delicias latinas, inc.",4010 4012 w montrose ave,60641,il
las delicias michel ice cream shop,3115 w 71st st,60629,il
las esperanzas,1758 w 47th st,60609,il
las fuentes,2003 2011 n western ave,60647,il
las fuentes,2558 n halsted st,60614,il
las islas marias,2400 s pulaski rd,60623,il
las islas marias,3243 n pulaski rd,60641,il
las islas marias,4770 w grand ave,60639,il
las islas marias,5401 s pulaski rd,60632,il
las islas marias,6560 w fullerton ave,60707,il
las islas marias,8205 8209 s pulaski rd,60652,il
las mananitas inc,3523 n halsted st,60657,il
las maria's breakfast club,5501 5503 n lincoln ave,60625,il
las mojarras restaurant,3522 e 100th st,60617,il
las palmas,1835 w north ave,60622,il
las palmas restaurante corp.,4959 n kedzie ave,60625,il
las picosas co,6430 s pulaski rd,60629,il
las quecas,2500 s christiana ave,60623,il
las sisters inc,2607 s kostner ave,60623,il
las tablas,4920 w irving park rd,60641,il
las tablas on lincoln,2942 2944 n lincoln ave,60657,il
las toxicas #2,4145 w 47th st,60632,il
las tres campanitas inc #2,3808 3812 w 26th st,60623,il
lasalle hotel chicago,208 s la salle st,60604,il
laschet's inn,2119 w irving park rd,60618,il
last call lounge,6316 6318 w 65th st,60638,il
late night thai and sushi,1624 w belmont ave,60657,il
latin fuego,947 w wellington ave,60657,il
latin patio,3113 3115 n central ave,60634,il
latino's bar & restaurant,2542 2544 w peterson ave,60659,il
laugh factory chicago,3175 n broadway,60657,il
laura's pizza and pasta inc.,1546 w 35th st,60609,il
lauras tamales,10148 s ewing ave,60617,il
lavish lyfe staffing,9316 s baltimore ave,60617,il
lawlors bar,3908 w 111th st,60655,il
lawn,1141 n ashland ave,60622,il
lawn magic lounge,6752 s pulaski rd,60629,il
lawrence fish chinatown,234 236 w 31st st,60616,il
lawrence gas & super mini mart,4247 4259 w lawrence ave,60630,il
lawrence's fish & shrimp,3242 w 87th st,60652,il
"lawrence's fisheries, inc.",2120 s canal st,60616,il
lawrene fish market,3920 w lawrence ave,60625,il
lazo's tacos,2003 2011 n western ave,60647,il
lb wilson llc la boulangerie,1945 w wilson ave,60640,il
ld pho,4722 n kedzie ave,60625,il
le bouchon,1958 n damen ave,60647,il
le cafe grill,1889 1891 n winnebago ave,60647,il
le colonial,57 e oak st,60611,il
le nocturne,4810 n broadway,60640,il
le paris bakery,4450 s kedzie ave,60632,il
le paris bakery no 2 inc,5434 s pulaski rd,60632,il
le piano,6970 6972 n glenwood ave,60626,il
le sud,2301 w roscoe st,60618,il
le'select,504 n wells st,60654,il
lea french street food,70 e lake st,60601,il
leader bar,3000 3004 w irving park rd,60618,il
leana grocery mart,5126 w division st,60651,il
leavitt street tavern,2345 n leavitt st,60647,il
lebanon bites  restaurant inc.,4639 n kedzie ave,60625,il
lee wing wah,2147 s china pl,60616,il
lee's  chop suey ii inc.,2415 w diversey ave,60647,il
lee's garden chinese food,4240b w north ave,60639,il
lee's wok,1437 w montrose ave,60613,il
"leen's pizza & grill, inc.",556 n cicero ave,60644,il
left coast food + juice,151 n franklin st,60606,il
left coast food + juice,2870 2878 n lincoln ave,60657,il
legacy home cooking llc,752 w garfield blvd,60609,il
legal sea foods,315 n dearborn st,60654,il
legend noodle,2243 s wentworth ave,60616,il
legend tasty house,2242 s wentworth ave,60616,il
lemme get ummm,109 e 51st st,60615,il
lemon chicago,1600 w grand ave,60622,il
lemons enterprises inc.,311 e 75th st,60619,il
lena's pizza,5851 w 63rd st,60638,il
leon's bar b que,3309 e 106th street,60617,il
leon's bbq,4550 s archer ave,60632,il
"leon's chicago's best, inc",1528 e 63rd st,60637,il
leona's pizeria,1236 e 53rd st,60615,il
leona's pizza,1236 e 53rd st,60615,il
leona's pizza,3877 n elston ave,60618,il
leona's pizzeria,175 n franklin st,60606,il
leona's pizzeria,3877 n elston ave,60618,il
leona's pizzeria,4237 n cicero ave,60641,il
leonidas cafe chocolaterie,59 e chicago ave,60611,il
leonidas chocolate cafe,1964 n halsted st,60614,il
les nomades limited prtnershp,222 e ontario st,60611,il
let's crepe,2607 w peterson ave,60659,il
let's eat to live,619 621 e 67th st,60637,il
"let's get poppin, inc.",11758 s western ave,60643,il
let's taco,1149 w 69th st.,60621,il
letiza's natural bakery   enoteca roma,2144 2146 w division st,60622,il
levant coffee,2256 w roscoe st,60618,il
levant coffee lakeview,3301 n sheffield ave,60657,il
levy at soldier field,1410 s museum campus dr,60605,il
levy premium food service limited partnership,1901 w madison st,60612,il
levy premium food service limited partnership,220 s michigan ave,60604,il
levy premium foodservice,1801 w jackson blvd,60612,il
levy premium foodservice limited partnership,1101 w waveland ave,60613,il
levy premium foodservice limited partnership,15 s wood st,60612,il
levy premium foodservice limited partnership,1901 w madison st,60612,il
levy premium foodservice limited partnership,600 e grand ave,60611,il
levy restaurants @ lincoln park zoo,2200 n cannon dr,60614,il
levy restaurants @lincoln park zoo,2200 n cannon dr,60614,il
levy restaurants at gauranteed rate field,333 w 35th st,60616,il
levy restaurants at guaranteed rate field,333 w 35th st,60616,il
levy restaurants at wrigley field,1060 w addison st,60613,il
levy's restaurants at guaranteed rate field,333 w 35th st,60616,il
levy@wrigley,1012 w addison st,60613,il
lex chinese,6207 s kedzie ave,60629,il
lexington betty smokehouse,756 e 111th st,60628,il
li hing inc.,5754 w belmont ave,60634,il
lia,11 w illinois st,60654,il
liang crispy roll,2161 s china pl,60616,il
libero cafe,5074 5076 n lincoln ave,60625,il
lickity split frozen custard & sweets,6056 n broadway,60660,il
lickity split frozen custard & sweets,7000 n western ave,60645,il
"lido, inc.",5504 n milwaukee ave,60630,il
life llc,3858 w madison st,60624,il
life time river north at one chicago,15 w chicago ave,60654,il
lifestyle nutrition,4134 w north ave,60639,il
lifeway kefir shop,1745 w division st,60622,il
lifeworks c o capital one,77 w wacker dr,60601,il
lil guys & my pie too,2010 n damen ave,60647,il
lil' ba ba reeba!,441 n clark st,60654,il
lilac tiger,1742 w division st,60622,il
lilcountry soul food,2801 e 83rd st,60617,il
lilly bell's dinner,456 n damen ave,60622,il
lincoln cafe and market llc,3720 n lincoln ave,60613,il
lincoln ice cream company llc,4919 n lincoln ave,60625,il
lincoln karaoke,5524 5528 n lincoln ave,60625,il
lincoln park pizza,2245 n lincoln ave,60614,il
lincoln park pizza,2435 n clark st,60614,il
lincoln park smoothie spot,1647 n wells st,60614,il
lincoln park tap,1578 1580 n clybourn ave,60642,il
lincoln square taproom,4721 n lincoln ave,60625,il
lincoln station,2430 2432 n lincoln ave,60614,il
linda michiocana,6808 w north ave,60707,il
lindo guadalajara restaurant,4761 n clark st,60640,il
lindo michoacan,3115 w 26th st,60623,il
lindo michoacan,4811 n kedzie ave,60625,il
linkedin corporation,525 w monroe st,60661,il
lior's cafe,10500 s halsted st,60628,il
lips restaurant,2229 s michigan ave,60616,il
lirica,900 e grand ave,60611,il
litehouse on 53rd st,1368 e 53rd st,60615,il
litehouse whole food,1660 e 55th st,60615,il
lito's taco and empanada house,2460 n clark st,60614,il
lito's tamales,4242 w fullerton ave,60639,il
little  caesars # 1744,5601 s harlem ave,60638,il
little bad wolf,1541 w bryn  mawr ave,60660,il
little bad wolf events,1545 1549 w bryn mawr ave,60660,il
little branch cafe,1251 s prairie ave,60605,il
little bucharest bistro,3661 3665 n elston ave,60618,il
"little caesar enterprises, inc.",2906 w 63rd st,60629,il
"little caesar enterprises, inc.",7963 s cicero ave,60652,il
little caesar pizza,1406 w 47th st,60609,il
little caesar pizza,3337 w north ave,60647,il
little caesar pizza,5640 w roosevelt rd,60644,il
little caesar pizza,6928 s pulaski rd,60629,il
little caesar pizza #1643,5608 w irving park rd,60634,il
little caesar pizza #1648,2601 w cermak rd,60608,il
little caesar pizza #1650,3010 s halsted st,60608,il
little caesar pizza #1651,3225 w 47th pl,60632,il
little caesar pizza #1715,7001 n clark st,60626,il
little caesar pizza #1728,2839 n narragansett ave,60634,il
little caesar pizza treat #1605,4830 w diversey ave,60639,il
little caesar's,3135 w addison st,60618,il
little caesar's pizza,4445 n pulaski rd,60630,il
little caesars,2024 e 95th st,60617,il
little caesars,7001 n clark st,60626,il
little caesars pizza,6940 s ashland ave,60636,il
little caesars pizza,7902 s exchange ave,60617,il
little caesars pizza treat #1627,2501 w lawrence ave,60625,il
little clown pizza & restaurant,2801 n central park ave,60618,il
little dennis,3007 w 63rd st,60629,il
little goat diner,818 822 w randolph st,60607,il
little jamaica jerk cuisine,6319 s dr martin luther king jr dr,60637,il
little joe's circle lounge inc,1041 w taylor st,60607,il
little lamb no. 18,2201 s wentworth ave,60616,il
little lazo's,1961 n western ave,60647,il
little lulu's italian ice,5035 w montrose ave,60641,il
little madrid,5663 5665 n clark st,60660,il
little madrid coffee shop,5661 n clark st,60660,il
little mel's hot dog,2205 n california ave,60647,il
little pickle,3703 w fullerton ave,60647,il
little sandwich house,411 e oakwood blvd,60653,il
little smoque,125 s clark st,60603,il
little victories,1725 w division st,60622,il
little vietnam restaurant,1132 w bryn mawr ave,60660,il
little village cafe,2845 n broadway,60657,il
little wok,103 e 51st st,60615,il
little wok,1950 w division st,60622,il
little wok,3144 n broadway,60657,il
liuyishou hot pot chicago,2215 s wentworth ave,60616,il
live and believe wellness dba lab nutrition,2025 w 95th st,60643,il
living water tea house,1453 w taylor st,60607,il
lizzano,636 n wells st,60654,il
lizzie mc neills,400 n mcclurg ct,60611,il
lloyd's upscale street food,501 e 61st st,60637,il
lo's china kitchen inc.,2800 w irving park rd,60618,il
load a spud,109 e 51st st,60615,il
loaf lounge,2934 n milwaukee ave,60618,il
loba pastry + coffee,3600 n lincoln ave,60613,il
local food hall,5240 n pulaski rd,60630,il
logan 11,2230 2232 n california ave,60647,il
logan vegan,2535 n kedzie blvd,60647,il
lola's restaurant and bar,111 n carpenter st,60607,il
lolas coney island llc,2858 w chicago ave,60622,il
loncars,3201 e 92nd st,60617,il
londonhouse hotel,85 e wacker dr,60601,il
lonesome rose,5308 5310 n clark st,60640,il
longacre chicago longacre pizza box,1303 1309 w wilson ave,60640,il
longman & eagle,2657 n kedzie ave,60647,il
lonnie's pizzeria inc,8343 w irving park rd,60634,il
los 3 compadres de guerrero llc,912 n western ave,60622,il
los alamos,2157 s damen ave,60608,il
los altos,1848 w 47th st,60609,il
los altos de la sierra,6043 w addison st,60634,il
los amantes,4753 w 47th st,60632,il
los andanes llc,5423 w belmont ave,60641,il
"los arcos authentic mexican food, inc.",5525 n clark st,60640,il
los asadores mexican grill,3312 w foster ave,60625,il
los azares mexican grill llc,5238 n nagle ave,60630,il
los azares mexican grill llc,7148 n harlem ave,60631,il
los barriles,3548 w lawrence ave,60625,il
los candiles,2624 s central park ave,60623,il
los cantaritos,13343 s baltimore ave,60633,il
"los cascabeles,inc.",4622 s kedzie ave,60632,il
los chepes,3116 w pope john paul ii dr,60632,il
los comales,6035 s pulaski rd,60629,il
los comales #3,1544 w 18th st,60608,il
"los corrales taquera, inc.",2881 w cermak rd,60623,il
los cuates de juanita's,2757 2759 w 71st st,60629,il
los dos arturos,2825 w cermak rd,60623,il
los mangos,3859 w 26th st,60623,il
los mangos,5758 s pulaski rd,60629,il
los mangos,5915 s kedzie ave,60629,il
los mangos,5923 w 63rd st,60638,il
los mangos #9 inc.,3551 w 26th st,60623,il
los mangos 3859 llc,3905 w 26th st,60623,il
los milagros taqueria,125 s clark st,60603,il
los molcajetes,3532 3536 w montrose ave,60618,il
los molcajetes,3532 w montrose ave,60618,il
los molcajetes restaurant bar,3830 w lawrence ave,60625,il
los olivo's,3400 w 31st st,60623,il
los pancho's restaurant,4139 w 63rd st,60629,il
los pekes ice cream & coffee shop,3742 w 63rd st,60629,il
los pollitos,4003 05 w armitage ave,60639,il
los tacos & desserts llc,8548 s commercial ave,60617,il
"los tacos express, inc",3742 w montrose ave,60618,il
los tamales de la tia,3443 w 26th st,60623,il
los toritos restaurant y taqueria,1825 w montrose ave,60613,il
los tres amigos #2,3335 e 106th st,60617,il
los tres hermanos guerrenses,1967 69 w lawrence ave,60640,il
los tres panchos corporation,1155 w diversey pkwy,60614,il
los vasos lokos corp,3406 w 26th st,60623,il
lost lake & thank you chinese,3152 3154 w diversey ave,60647,il
lost larson,2140 w division st,60622,il
lost larson,5318 n clark st,60640,il
lost never found,3660 3662 n clark st,60613,il
lost soul found,1017 w armitage ave,60614,il
lotno2,736 n clark st,60654,il
lottie's pub,1925 w cortland st,60622,il
lotus banh mi,166 w washington st,60602,il
lotus banh mi,200 w adams st,60606,il
lotus cafe & banh mi sandwiches,719 w maxwell st,60607,il
lotus restaurant,814 816 e 79th st,60619,il
lotus seed,5100 n broadway,60640,il
lou malnati's,410 n michigan ave,60611,il
lou malnati's pizzeria,1120 n state st,60610,il
lou malnati's pizzeria,1235 w randolph st,60607,il
lou malnati's pizzeria,3333 w fullerton ave,60647,il
lou malnati's pizzeria,3859 w ogden ave,60623,il
lou malnati's pizzeria,4340 n lincoln ave,60618,il
lou malnati's pizzeria,439 n wells st,60654,il
lou malnati's pizzeria,6456 s cicero ave,60638,il
lou malnati's pizzeria,805 s state st,60605,il
lou malnati's pizzeria,956 958 w wrightwood ave,60614,il
lou malnatis pizzeria,1520 n damen ave,60622,il
lou malnatis pizzeria,3986 n avondale ave,60641,il
lou mitchell's,565 w jackson blvd,60661,il
louisiana fried chicken,1554 w marquette rd,60636,il
loulou,3057 w logan blvd,60647,il
lours bakery cafe,1424 w taylor st,60607,il
love & light cafe,5107 s blackstone ave,60615,il
love's leafy bean,9501 s dr martin luther king jr dr,60628,il
loving heart,838 w montrose ave,60613,il
loving hut,5812 n broadway,60660,il
lowcountry,3343 n clark st,60657,il
lowcountry 2,1132 s wabash ave,60605,il
lowcountry chinatown inc,2359 s wentworth ave,60616,il
loyola's asian cuisine and lounge,3506 w irving park rd,60618,il
lp's t.a.p house,2251 n lincoln ave,60614,il
lu lu's inc,1000 s leavitt st,60612,il
lucia gourmet italian cuisine,1825 w north ave,60622,il
lucido's tacos,4147 w 26th st,60623,il
lucky cafe,3412 w irving park rd,60618,il
lucky grill,7779 w talcott ave,60631,il
lucky grill inc,4454 n milwaukee ave,60630,il
lucky strike,1027 w addison st,60613,il
lucky strike lanes,322 e illinois st,60611,il
lucky strike wrigleyville,1025 w addison st,60613,il
lucky trendy sushi,2735 n milwaukee ave,60647,il
lucky vito's pizzeria,1948 n kimball ave,60647,il
lucky's sandwich company,3472 n clark st,60657,il
luckys fusion grill,925 n ashland ave,60622,il
lucy & max sports bar & grill,1507 w madison st fl 1,60607,il
lucy's,1043 n california ave,60622,il
lucy's,4570 n broadway,60640,il
lucy's cafe,2100 w roscoe st,60618,il
ludlow charlingtons,2425 n clark st,60614,il
ludlow liquors,2957 2959 n california ave,60618,il
luella's southern kitchen llc,4609 n lincoln ave,60625,il
luganos pizza,4460 s kedzie ave,60632,il
luganos pizza,7315 s kedzie ave,60629,il
luigi restaurant,1829 1833 w wilson ave,60640,il
"luigi's pizza by the slice, inc",4212 w madison st,60624,il
luke's,215 w jackson blvd,60606,il
luke's beef & pizza,3130 n harlem ave,60634,il
luke's lobster,134 n la salle,60602,il
lula cafe,2537 2543 n kedzie ave,60647,il
lumes pancake house,11601 s western ave,60643,il
luminary,303 e wacker dr,60601,il
luna llena sports grill,5247 5249 w belmont ave,60641,il
lunch heroes,2273 n lincoln ave,60614,il
lupita's quesadillas,5301 w belmont ave,60641,il
lupita's snacks,6355 s western ave,60636,il
lure fishbar chicago,616 n rush st,60611,il
lush wine & spirits,1412 w chicago ave,60642,il
lush wine & spirits,2232 2234 w roscoe st,60618,il
lusha pizza,2825 n lincoln ave,60657,il
lutheran school of theology,1100 e 55th st,60615,il
lutnia restaurant,5532 w belmont ave,60641,il
luvianos fast food,1738 w 47th st,60609,il
luxbar,18 20 e bellevue pl,60611,il
luzzat restaurant inc.,1505 w jarvis ave,60626,il
lvl up coffee llc,70 e pershing rd,60653,il
lxg midway airport hotel,7353 s cicero ave,60629,il
lya,29 n wacker dr,60606,il
lyfe kitchen,259 e erie st,60611,il
lynn's chicago pizza,501 e 61st st,60637,il
lyra,905 w fulton market,60607,il
"m & g char grill,, inc.",1821 w irving park rd,60613,il
m & g pizza,2819 n southport ave,60657,il
m & j chicken & fish,7643 s cottage grove ave,60619,il
m & s cafe,5963 w madison st,60644,il
m burger,161 e huron st,60611,il
m g cafe,6253 n mccormick rd,60659,il
m j cafe,11956 s halsted st,60628,il
m. henry,5705 5707 n clark st,60660,il
m.w. prince hall grand lodge,809 e 42nd pl,60653,il
m2 cafe,850 w jackson blvd,60607,il
mabe's deli inc,312 e 75th st,60619,il
mabes deli,312 e 75th st,60619,il
mable's table,1653 1655 w cortland st,60622,il
mabu generation,2022 s archer ave,60616,il
mac arthur's,5412 w madison st,60644,il
mac's american food,1801 w division st,60622,il
macaroni grill,11601 w touhy ave,60666,il
macau tasty house,2824 2826 s wentworth ave,60616,il
macello ristorante,1235 1237 w lake st,60607,il
machetes & machetacos inc.,4632 4636 s cicero ave,60638,il
machetes big quesadillas,4503 n kedzie ave,60625,il
machetes pa matar el hambre,4888 1 2 s archer ave,60632,il
machine,1836 1846 w division st,60622,il
machos tacos and wings,5663 w grand ave,60639,il
maclean center cafe,112 s michigan ave,60603,il
macy's,111 n state st,60602,il
mad,1140 w madison,60607,il
madame puffs and thai bistro,4825 n western ave,60625,il
madison crab house,1045 w madison st,60607,il
madison tavern,500 w madison st,60661,il
maggiano's banquets on grand,111 w grand ave,60610,il
maggiano's little italy,516 n clark st,60610,il
maggie gyros & chicken,349 e 47th st,60653,il
magic city bbq catering and soul inc.,240 e 103rd st,60628,il
magic jug,6354 w irving park rd,60634,il
magnifico coffee,3063 n milwaukee ave,60618,il
magnolia bakery,108 n state st,60602,il
magnolia cafe,2221 n lincoln ave,60614,il
mago's tamales & taqueria,5211 w diversey ave,60639,il
mago's tamales & taqueria,5714 w fullerton ave,60639,il
magonglapo,2002 s wentworth ave,60616,il
maharaj chicago inc,333 s state st,60604,il
mahi's kitchen inc.,4749 n pulaski rd,60630,il
maillard tavern,494 n milwaukee ave,60654,il
maison marcel,3114 n broadway,60657,il
maison parisienne,2562 2564 n clark,60614,il
maison parisienne,3307 n clark st,60657,il
maison parisienne,901 w armitage ave,60614,il
majani food emporium,7167 s exchange ave,60649,il
majestic hotel,528 w brompton ave,60657,il
major  nutrition,6607 s archer ave,60638,il
major charles l. hunt post no. 2024,344 w 119th st,60628,il
maker's mark barrel room,1060 w addison st,60613,il
makkah cafe,6349 n claremont ave,60659,il
makki grill,4702 n kimball ave,60625,il
mako,731 w lake st,60661,il
mama delia & bordel,1721 w division st,60622,il
mama k's,2615 w lawrence ave,60625,il
mama luna on addison llc,7601 w addison st,60634,il
mama luna restaurant,5109 w fullerton ave,60639,il
mama luna's lounge,7605 7607 w addison st,60634,il
mama ruth's soul food,5965 w chicago ave,60651,il
mama's fried chicken,3857 w roosevelt rd,60624,il
maman zari,4639 n kedzie ave,60625,il
mammoth poke,53 e lake st,60601,il
mammoth poke & bowl,2035 n western ave,60647,il
mammoth poke & ramen,28 s clinton st,60661,il
manchu wok,11601 w touhy ave,60666,il
mancinas inc.,3759 w 26th st,60623,il
mandala cafe,1641 w 18th st,60608,il
maneethai restaurant,3558 n pulaski rd,60641,il
mango mango,2161 s china pl,60616,il
mango pickle,5842 n broadway,60660,il
manjares al express,2226 2230 s ashland ave,60608,il
manny's tacos & burritos,11545 s michigan ave,60628,il
mannys coffee house,1131 1141 s jefferson st,60607,il
mano a mano,2534 n milwaukee ave,60647,il
mano modern cafe,851 n ashland ave,60622,il
manolo's tamales #3,2455 s kedzie ave,60623,il
manolos tamales 4,6641 s cicero ave,60638,il
"manolos tamales, inc. #1",5341 s kedzie ave,60632,il
"manolos tamales, inc. #2",4706 w 63rd st,60629,il
manop merthaweesap,356 s pulaski rd,60624,il
manzo's burger,2353 w 111th st,60643,il
maple & ash  eight bar,6 8 w maple st,60610,il
mar & suchii,3537 e 106th st,60617,il
"mar rojo, inc.",3826 w montrose ave,60618,il
maravillas restaurant,5506 s lake park ave,60637,il
marcela's cafe,3503 w fullerton ave,60647,il
marcela's pizza,1858 w pershing rd,60609,il
marchesa,535 n wells st,60654,il
marco's drive inn,6008 w fullerton ave,60639,il
marco's palace,5045 w 47th st,60638,il
marelys cafe,6323 w belmont ave,60634,il
margaret's,5134 w irving park rd,60641,il
margarita's pizza & breakfast inc,2856 w roosevelt rd,60612,il
margarita's pizzeria,2705   2707 e 79th st,60649,il
margarita's pizzeria,346 e 75th st,60619,il
marge's still,1758 n sedgwick st,60614,il
margie's candies,1813 w montrose ave,60613,il
margie's candies,1960 n western ave,60647,il
margies candies,1813 w montrose ave,60613,il
maria's cafe,9710 s commercial ave,60617,il
maria's mexican restaurant,1905 n harlem ave,60707,il
maria's mexican resturant,9440 w foster ave,60656,il
maria's packaged goods & community bar,954 960 w 31st st,60608,il
mariano cafe,4825 w armitage ave,60639,il
marie gold bake shoppe,5752 n california ave,60659,il
marie's liquors inc.,4127 4129 w lawrence ave,60630,il
marinas cafe,4554 n magnolia ave,60640,il
marinero bar and grill,2916 w irving park rd,60618,il
mario's table,21 w goethe st,60610,il
marisco el malecon,9706 s commercial ave,60617,il
marisco el veneno #2 corp.,6835 s pulaski rd,60629,il
mariscos  la playa inc,2880 w cermak rd,60623,il
mariscos almada,9485 s ewing ave,60617,il
mariscos el abuelo y yo seafood,3752 s kedzie ave,60632,il
mariscos el barbas,4569 n elston ave,60630,il
"mariscos el kora, inc.",5207 5209 s archer ave,60632,il
mariscos el malecon #2,3537 e 106th st,60617,il
mariscos el oceano,5960 s archer ave,60638,il
mariscos el puerto,5004 5006 s archer ave,60632,il
mariscos la costa,1132 n ashland ave,60622,il
mariscos la diabla,4222 4224 w 63rd st,60629,il
mariscos la grulla,3325 w cermak rd,60623,il
mariscos la palma,6038 6040 s pulaski rd,60629,il
mariscos las islitas,2446 s western ave,60608,il
mariscos los cuates,1807 s ashland ave,60608,il
mariscos luis ito,4225 w 47th st,60632,il
mariscos playa azul,5247 5249 w belmont ave,60641,il
mariscos y taqueria,3721 w fullerton ave,60647,il
marisqueria los cabos,3355 3359 n central ave,60634,il
mark ii lounge red room comedy club,7436 7442 n western ave,60645,il
market creations,101 n wacker dr,60606,il
market creations,233 s wacker dr,60606,il
market creations,444 w lake st,60606,il
market creations,625 w adams st,60661,il
market creations cafe,315 s la salle st,60604,il
market square,4701 n lincoln ave,60625,il
markland hubbard gourmet provisions,1739 w 99th st,60643,il
"markovic entertainment production, inc.",3142 3144 w irving park rd,60618,il
marlons chicken & fish,602 e 75th st,60619,il
marrakech,1440 w chicago ave,60642,il
"marriott hotel services, inc.",540 n michigan ave,60611,il
marriott marquis chicago,2121 s prairie ave,60616,il
marshall's landing,222 w merchandise mart plz,60654,il
mart anthony,1200 w hubbard st,60642,il
martello's restaurant and bar,4122 4124 w armitage ave,60639,il
martin's corner,2058 w 22nd pl,60608,il
"martino's italian cuisine & pizzeria, inc.",3431 w peterson ave,60659,il
martyrs',3855 n lincoln ave,60613,il
marvin's food & fuel   morgan's on fulton,948 954 w fulton market,60607,il
mary's sweets llc,2555 w fullerton ave,60647,il
"marys taqueria and grocery store, inc.",1901 s canalport ave,60616,il
maryville academy st. rose of lima,1456 w oakdale ave,60657,il
marz community brewing co.,3630 s iron st,60609,il
mas alla del sol,5848 n broadway,60660,il
mas tacos,4009 n elston ave,60618,il
masada,2204 2206 n california ave,60647,il
masaki sushi,198 e delaware pl,60611,il
masala magic,1009 1011 n orleans st,60610,il
mason blind dragon,611 613 n wells st,60654,il
masters pancake house,5265 s cicero ave,60632,il
mastro's steakhouse,520 n dearborn st,60654,il
matcha cita,648 n clark st,60654,il
matchacita,1017 w lake st,60607,il
mati's the coffee company,5301 w belmont ave,60641,il
matilda,3101 n sheffield ave,60657,il
matisse,674 w diversey pkwy,60614,il
max's restaurant chicago max's restaurant cuisine,5033 n elston ave,60630,il
max's restaurant corporation,5300 w madison st,60644,il
maxwell charcoal grill,8637 s ashland ave,60620,il
maxwell famous steak & limonade,9440 s lafayette ave,60620,il
maxwell street cicero,244 246 s cicero ave,60644,il
maxwell street depot inc.,411 w 31st st,60616,il
maxwell street express,1058 w 87th st,60620,il
maxwell street grill,7445 s state st,60619,il
maxwell street grill,7901 s south chicago ave,60617,il
maxwell street harrison,3801 w harrison st,60624,il
maxwell the original #1,7358 s stony island ave,60649,il
maxwells trading,1516 w carroll st,60607,il
may may gourmet food inc,210 w 23rd st,60616,il
may st. restaurant,1146 w cermak rd,60608,il
maya's nayarit inc,4318 w fullerton ave,60639,il
"maya's pizza, inc.",8550 s commercial ave,60617,il
mayan palace 2,2721 n halsted st,60614,il
mayfair restaurant,4461 w lawrence ave,60630,il
mayflower restaurant,5240 n pulaski rd,60630,il
"mayflower seafood restaurant, llc",2225 s wentworth ave,60616,il
mc donald's,10 e chicago ave,60611,il
mc donald's,4704 s cicero ave,60638,il
mc donald's,5133 w north ave,60639,il
mc donald's,5253 s pulaski rd,60632,il
mc donald's,600 e grand ave,60611,il
mc donald's,6336 s ashland ave,60636,il
mc donald's,6720 w archer ave,60638,il
mc donald's #11559,2754 n narragansett ave,60639,il
mc donald's #3901,2317 n cicero ave,60639,il
mc donald's #5697,3540 n harlem ave,60634,il
mc donald's #6310,4704 s cicero ave,60638,il
mc donald's 6039,5656 w irving park rd,60634,il
mc donald's restaurant,2707 n milwaukee ave,60647,il
mc donald's restaurant,29 e 87th st,60619,il
mc donald's restaurant,6515 s western ave,60636,il
mc donalds,3560 n cicero ave,60641,il
mc donalds,36 w 95th st,60628,il
mc donalds,3855 w lawrence ave,60625,il
mc donalds,7900 s dr martin luther king jr dr,60619,il
mc donalds restaurant,3122 w touhy ave,60645,il
mc mexican grill llc,5540 n milwaukee ave,60630,il
mccb,2138 s archer ave,60616,il
mccormick & schmick's seafood restaurant,1 e wacker dr,60601,il
mccormick place   north building,2300 s lake shore dr,60616,il
mccormick place   south building   savor,2300 s lake shore dr,60616,il
mccormick place   west building    savor,2301 s indiana,60616,il
mccormick place  lakeside center  savor,2301 s lake shore dr,60616,il
mccormick place lakeside center savor,2301 s lake shore dr,60616,il
mccormick place north building,2300 s lake shore dr,60616,il
mccormick place south building savor,2300 s lake shore dr,60616,il
mccormick place west building savor,2301 s indiana,60616,il
mcdonald,2635 n clark st,60614,il
mcdonald's,111 w jackson blvd,60604,il
mcdonald's,11601 w touhy ave,60666,il
mcdonald's,1378 84 w lake st,60607,il
mcdonald's,1443 e 87th st,60619,il
mcdonald's,1454 w 47th st,60609,il
mcdonald's,1657 w 95th st,60643,il
mcdonald's,1664 s blue island ave,60608,il
mcdonald's,1737 w fullerton ave,60614,il
mcdonald's,186 w adams st,60603,il
mcdonald's,1951 n western ave,60647,il
mcdonald's,2005 w chicago ave,60622,il
mcdonald's,203 n la salle st,60601,il
mcdonald's,207 e 35th st,60616,il
mcdonald's,225 s canal st,60606,il
mcdonald's,23 n western ave,60612,il
mcdonald's,23 s clark st,60603,il
mcdonald's,2301 s lake shore dr,60616,il
mcdonald's,2317 n cicero ave,60639,il
mcdonald's,2438 w cermak rd,60608,il
mcdonald's,2525 s dr martin luther king jr dr,60616,il
mcdonald's,2609 s kedzie ave,60623,il
mcdonald's,2834 n ashland ave,60657,il
mcdonald's,2844 w 47th st,60632,il
mcdonald's,29 e 87th st,60619,il
mcdonald's,3020 3022 s halsted st,60608,il
mcdonald's,3200 w roosevelt rd,60624,il
mcdonald's,3241 w north ave,60647,il
mcdonald's,3610 n clark st,60613,il
